,#date,stato,#adm1+pcode,#adm1+name,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,#affected+infected+dead+total,casi_da_sospetto_diagnostico,casi_da_screening,#affected+infected+confirmed+total,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
4920,2020-10-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,969,90,1059,10546,11605,542,594,9395,1001,9823.0,12178.0,22001,1076138,884989.0,,,,
4923,2020-10-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,61,9,70,1594,1664,127,140,6362,992,9018.0,0.0,9018,276513,162176.0,,,,
4931,2020-10-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,276,46,322,7584,7906,479,581,11171,1185,15463.0,4799.0,20262,878817,591385.0,,,,
4932,2020-10-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,74,12,86,1731,1817,194,263,2104,91,1903.0,2109.0,4012,243404,144075.0,,,,
4935,2020-10-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,167,11,178,1972,2150,157,178,3184,491,4828.0,997.0,5825,237943,150236.0,,,,
4941,2020-10-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1004,98,1102,11215,12317,712,795,9473,1006,10030.0,12766.0,22796,1095576,901184.0,,,,
4944,2020-10-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,73,10,83,1671,1754,90,115,6387,992,9133.0,0.0,9133,278711,163367.0,,,,
4952,2020-10-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,308,51,359,8156,8515,609,755,11315,1187,16194.0,4823.0,21017,890317,598910.0,,,,
4953,2020-10-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,75,15,90,1871,1961,144,198,2158,91,1940.0,2270.0,4210,246365,145535.0,,,,
4956,2020-10-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,169,13,182,2112,2294,144,148,3186,493,4950.0,1023.0,5973,241046,151830.0,,,,
4962,2020-10-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1043,98,1141,12096,13237,920,994,9535,1018,10392.0,13398.0,23790,1123324,924313.0,,,,
4965,2020-10-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,77,10,87,1775,1862,108,121,6400,992,9254.0,0.0,9254,280905,164588.0,,,,
4973,2020-10-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,344,50,394,8853,9247,732,879,11460,1189,17020.0,4876.0,21896,903865,608130.0,,,,
4974,2020-10-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,99,16,115,2015,2130,169,205,2193,92,1985.0,2430.0,4415,249890,147587.0,,,,
4977,2020-10-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,170,13,183,2330,2513,219,221,3187,494,5175.0,1019.0,6194,244761,153850.0,,,,
4983,2020-10-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1085,99,1184,13196,14380,1143,1198,9584,1024,10930.0,14058.0,24988,1146334,941774.0,,,,
4986,2020-10-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,88,13,101,1944,2045,183,204,6418,995,9458.0,0.0,9458,283447,166250.0,,,,
4994,2020-10-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,385,55,440,9546,9986,739,906,11622,1194,17869.0,4933.0,22802,917245,617111.0,,,,
4995,2020-10-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,115,14,129,2302,2431,301,327,2219,92,2062.0,2680.0,4742,253302,149410.0,,,,
4998,2020-10-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,197,13,210,2459,2669,156,159,3190,494,5282.0,1071.0,6353,246937,155193.0,,,,
5004,2020-10-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1130,111,1241,13950,15191,811,939,9703,1033,11105.0,14822.0,25927,1163907,954419.0,,,,
5007,2020-10-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,97,16,113,2005,2118,73,98,6443,995,9556.0,0.0,9556,284664,166944.0,,,,
5015,2020-10-19T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,449,62,511,10340,10851,865,986,11731,1206,18734.0,5054.0,23788,927802,624289.0,,,,
5016,2020-10-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,131,15,146,2423,2569,138,167,2247,93,2099.0,2810.0,4909,254330,150026.0,,,,
5019,2020-10-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,210,15,225,2620,2845,176,184,3194,495,5319.0,1215.0,6534,250052,156991.0,Dai casi totali sono stati sottratti 3 positivi. Due di questi in quanto conteggiati 2 volte nei giorni scorsi e 1 caso in quanto già in carico ad altra regione.,,,
5025,2020-10-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1196,123,1319,15014,16333,1142,1224,9780,1038,11206.0,15945.0,27151,1185024,969373.0,,,,
5028,2020-10-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,99,19,118,2064,2182,64,89,6467,996,9645.0,0.0,9645,286546,167857.0,,,,
5036,2020-10-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,475,72,547,10999,11546,695,812,11846,1208,19332.0,5268.0,24600,939153,631648.0,,,,
5037,2020-10-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,150,20,170,2505,2675,106,194,2335,93,2133.0,2970.0,5103,258701,152168.0,,,,
5040,2020-10-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,212,14,226,2865,3091,246,252,3195,500,5397.0,1389.0,6786,253175,158874.0,,,,
5046,2020-10-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1226,129,1355,16048,17403,1070,1219,9913,1054,11598.0,16772.0,28370,1205529,984926.0,,,,
5049,2020-10-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,115,19,134,2243,2377,195,226,6497,997,9871.0,0.0,9871,289086,169343.0,,,,
5057,2020-10-21T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,503,76,579,11660,12239,693,866,12006,1221,20011.0,5455.0,25466,950782,639007.0,,,,
5058,2020-10-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,152,20,172,2783,2955,280,350,2403,95,2183.0,3270.0,5453,262392,154074.0,,,,
5061,2020-10-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,208,16,224,3152,3376,285,306,3214,501,5616.0,1475.0,7091,256324,160689.0,"dal totale dei positivi è stato sottratto un caso dei giorni passati, in quanto nominativo duplicato (conteggiato due volte)",,,
5067,2020-10-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1293,131,1424,17107,18531,1128,1251,10020,1070,11986.0,17635.0,29621,1227104,1002866.0,,,,
5070,2020-10-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,133,19,152,2472,2624,247,321,6570,998,10192.0,0.0,10192,292862,171050.0,,,,
5078,2020-10-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,524,82,606,12655,13261,1022,1145,12121,1229,20938.0,5673.0,26611,962277,646277.0,Sono stati effettuati 758 tamponi antigenici rapidi in aggiunta ai test in PCR comunicati,,,
5079,2020-10-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,171,22,193,3077,3270,315,407,2493,97,2240.0,3620.0,5860,266398,156285.0,,,,
5082,2020-10-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,228,16,244,3285,3529,153,234,3293,503,5743.0,1582.0,7325,259623,162471.0,,,,
5088,2020-10-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1354,135,1489,18332,19821,1290,1389,10108,1081,12311.0,18699.0,31010,1249561,1021323.0,,,,
5091,2020-10-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,152,22,174,2875,3049,425,453,6596,1000,10645.0,0.0,10645,297179,173274.0,,,,
5099,2020-10-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,574,82,656,13718,14374,1113,1290,12290,1237,21997.0,5904.0,27901,973655,653719.0,Sono stati effettuati 1726 tamponi antigenici rapidi di cui 978 odierni,,,
5100,2020-10-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,183,21,204,3426,3630,360,447,2577,100,2287.0,4020.0,6307,269993,158186.0,,,,
5103,2020-10-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,228,18,246,3496,3742,213,375,3455,503,6058.0,1642.0,7700,263485,164810.0,,,,
5109,2020-10-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1438,141,1579,19826,21405,1584,1687,10202,1090,12775.0,19922.0,32697,1272340,1041123.0,,,,
5112,2020-10-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,178,23,201,3098,3299,250,274,6619,1001,10919.0,0.0,10919,299892,174895.0,,,,
5120,2020-10-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,640,87,727,14961,15688,1314,1526,12491,1248,23194.0,6233.0,29427,987024,662605.0,,,,
5121,2020-10-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,203,25,228,3793,4021,391,525,2709,102,2412.0,4420.0,6832,273906,160255.0,,,,
5124,2020-10-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,245,18,263,3822,4085,343,368,3469,514,6422.0,1646.0,8068,266853,166730.0,,,,
5130,2020-10-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1476,146,1622,21193,22815,1410,1541,10323,1100,13165.0,21073.0,34238,1294172,1057293.0,,,,
5133,2020-10-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,178,23,201,3525,3726,427,521,6711,1003,11440.0,0.0,11440,303279,177287.0,,,,
5141,2020-10-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,714,111,825,16495,17320,1632,1863,12708,1262,24763.0,6527.0,31290,1000835,671386.0,,,,
5142,2020-10-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,215,29,244,4151,4395,374,463,2795,105,2575.0,4720.0,7295,277303,162084.0,,,,
5145,2020-10-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,249,21,270,4083,4353,268,348,3537,524,6549.0,1865.0,8414,270057,168842.0,dal totale sono stati sottratti 2 casi dei giorni passati in quanto pazienti già in carico in altre Regioni e/o casi duplicati,,,
5151,2020-10-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1599,158,1757,22649,24406,1591,1698,10414,1116,13424.0,22512.0,35936,1313163,1071581.0,,,,
5154,2020-10-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,227,26,253,3669,3922,196,238,6752,1004,11678.0,0.0,11678,304340,178313.0,,,,
5162,2020-10-26T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,779,110,889,18487,19376,2056,2171,12810,1275,26539.0,6922.0,33461,1013957,680058.0,effettuati 5735 tamponi rapidi antigenici di cui 1596 odierni,,,
5163,2020-10-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,239,31,270,4313,4583,188,263,2867,108,2638.0,4920.0,7558,278289,162797.0,,,,
5166,2020-10-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,284,22,306,4303,4609,256,345,3618,532,6641.0,2118.0,8759,272901,170530.0,,,,
5172,2020-10-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1632,166,1798,24344,26142,1736,1993,10648,1139,14055.0,23874.0,37929,1338385,1091869.0,,,,
5175,2020-10-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,250,28,278,3947,4225,303,380,6827,1006,12058.0,0.0,12058,307045,179841.0,,,,
5183,2020-10-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,804,119,923,20117,21040,1664,1823,12954,1290,28054.0,7230.0,35284,1027459,688497.0,effettuati 7134 tamponi rapidi antigenici di cui 1399 odierni,,,
5184,2020-10-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,248,37,285,4476,4761,178,314,3001,110,2672.0,5200.0,7872,281634,164539.0,,,,
5187,2020-10-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,306,26,332,4697,5029,420,434,3630,534,6889.0,2304.0,9193,276681,172659.0,,,,
5193,2020-10-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1669,166,1835,26111,27946,1804,1963,10788,1158,14597.0,25295.0,39892,1361332,1111817.0,,,,
5196,2020-10-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,250,32,282,4244,4526,301,351,6875,1008,12409.0,0.0,12409,310091,181572.0,,,,
5204,2020-10-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,857,130,987,21373,22360,1320,1708,13335,1297,29543.0,7449.0,36992,1041270,696653.0,,,,
5205,2020-10-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,255,37,292,4707,4999,238,401,3160,114,2723.0,5550.0,8273,286380,167083.0,,,,
5208,2020-10-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,331,26,357,5087,5444,415,482,3690,540,7200.0,2474.0,9674,280591,174707.0,Dal totale dei positivi è stato eliminato un caso di ieri in quanto duplicato,,,
5214,2020-10-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1786,168,1954,27758,29712,1766,1995,11002,1173,14932.0,26955.0,41887,1386496,1132105.0,,,,
5217,2020-10-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,247,39,286,4850,5136,610,686,6950,1009,13015.0,80.0,13095,314006,183944.0,,,,
5225,2020-10-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,956,137,1093,22877,23970,1610,1966,13678,1310,31190.0,7768.0,38958,1056864,706557.0,,,,
5226,2020-10-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,260,41,301,5270,5571,572,694,3277,119,2917.0,6050.0,8967,290964,169837.0,,,,
5229,2020-10-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,355,27,382,5414,5796,352,428,3764,542,7498.0,2604.0,10102,283894,176636.0,,,,
5235,2020-10-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1873,175,2048,29699,31747,2035,2246,11196,1190,15572.0,28561.0,44133,1411900,1152217.0,,,,
5238,2020-10-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,262,39,301,5340,5641,505,524,6965,1013,13554.0,65.0,13619,317571,185912.0,,,,
5246,2020-10-30T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1007,153,1160,25260,26420,2450,2765,13983,1320,33468.0,8255.0,41723,1074698,717521.0,effettuati 12488 tamponi rapidi antigenici di cui 1262 odierni,,,
5247,2020-10-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,260,42,302,5864,6166,595,729,3409,121,2996.0,6700.0,9696,294451,171539.0,,,,
5250,2020-10-31T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,371,29,400,5803,6203,407,450,3799,550,7739.0,2813.0,10552,287781,178791.0,,,,
5256,2020-10-31T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1944,182,2126,31780,33906,2159,2289,11304,1212,15979.0,30443.0,46422,1437667,1174268.0,,,,
5259,2020-10-31T17:00:00,ITA,11,Marche,43.61675973,13.5188753,275,47,322,5783,6105,464,502,6997,1019,14005.0,116.0,14121,320766,187640.0,,,,
5267,2020-10-31T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1046,163,1209,26635,27844,1424,2540,15074,1345,35553.0,8710.0,44263,1090874,727110.0,,,,
5268,2020-10-31T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,277,43,320,6234,6554,388,483,3499,126,3079.0,7100.0,10179,298628,173851.0,,,,
5271,2020-11-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,391,32,423,6210,6633,430,489,3854,554,6792.0,4249.0,11041,291057,180627.0,Sono stati rialliallineati alcuni casi da scrrening,,,
5277,2020-11-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2055,185,2240,33866,36106,2200,2351,11436,1231,16314.0,32459.0,48773,1460609,1192749.0,,,,
5280,2020-11-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,327,42,369,6354,6723,618,683,7060,1021,14654.0,150.0,14804,323790,189574.0,,,,
5288,2020-11-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1106,173,1279,28695,29974,2130,2379,15305,1363,37515.0,9127.0,46642,1106715,736419.0,,,,
5289,2020-11-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,295,46,341,6869,7210,656,768,3602,135,3247.0,7700.0,10947,302117,175572.0,,,,
5292,2020-11-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,401,33,434,6657,7091,458,478,3872,556,7083.0,4436.0,11519,294594,182672.0,,,,
5298,2020-11-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2032,185,2217,35566,37783,1677,1859,11595,1254,16636.0,33996.0,50632,1480183,1207323.0,,,,
5301,2020-11-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,334,50,384,6658,7042,319,373,7110,1025,15000.0,177.0,15177,325563,190758.0,,,,
5309,2020-11-02T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1217,182,1399,30336,31735,1761,2009,15529,1387,39186.0,9465.0,48651,1118732,743951.0,effettuati 15426 tamponi rapidi antigenici di cui 562 odierni,,,
5310,2020-11-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,308,46,354,6972,7326,116,193,3674,140,3290.0,7850.0,11140,302745,175793.0,,,,
5313,2020-11-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,429,38,467,7180,7647,556,601,3909,564,7026.0,5094.0,12120,298279,184865.0,,,,
5319,2020-11-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2192,197,2389,37340,39729,1946,2209,11837,1275,17037.0,35804.0,52841,1505664,1227238.0,,,,
5322,2020-11-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,374,53,427,6990,7417,375,431,7160,1031,15421.0,187.0,15608,328103,192435.0,,,,
5330,2020-11-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1261,190,1451,32466,33917,2182,2336,15667,1403,41133.0,9854.0,50987,1133147,753032.0,effettuati 15775 tamponi rapidi antigenici di cui 349 odierni,,,
5331,2020-11-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,305,48,353,7214,7567,241,420,3845,148,3360.0,8200.0,11560,307285,178056.0,,,,
5334,2020-11-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,427,36,463,7569,8032,385,423,3943,568,7110.0,5433.0,12543,301822,186722.0,,,,
5340,2020-11-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2317,217,2534,39349,41883,2154,2432,12081,1309,17863.0,37410.0,55273,1532276,1249929.0,,,,
5343,2020-11-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,398,54,452,7546,7998,581,653,7231,1032,16080.0,181.0,16261,331756,194702.0,,,,
5351,2020-11-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1319,197,1516,33948,35464,1547,1828,15890,1445,42559.0,10256.0,52815,1148233,760985.0,effettuati 16650 tamponi rapidi antigenici di cui 875 odierni,,,
5352,2020-11-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,307,49,356,7480,7836,269,496,4066,154,3506.0,8550.0,12056,311270,180154.0,,,,
5355,2020-11-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,458,36,494,7770,8264,232,571,4273,577,7339.0,5775.0,13114,305438,188627.0,,,,
5361,2020-11-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2508,222,2730,41560,44290,2407,2735,12374,1344,18498.0,39510.0,58008,1562559,1275067.0,,,,
5364,2020-11-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,421,56,477,8150,8627,629,698,7298,1034,16759.0,200.0,16959,335105,197050.0,,,,
5372,2020-11-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1387,202,1589,35893,37482,2018,2273,16136,1470,44373.0,10715.0,55088,1164607,771596.0,"effettuati 17941 tamponi rapidi antigenici di cui 1291 odierni. la Regione Toscana comunica che il numero dei decessi a ieri era 1445, e non 1461.",,,
5373,2020-11-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,319,50,369,8020,8389,553,768,4270,165,3674.0,9150.0,12824,316038,182633.0,,,,
5376,2020-11-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,468,42,510,8071,8581,317,395,4340,584,7396.0,6109.0,13505,308505,190210.0,Dal totale dei positivi sono stati eliminati 3 casi del 05/11/2020 in quanto duplicati e un caso in quanto già in carico ad altra regione.,,,
5382,2020-11-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2511,234,2745,43939,46684,2394,2699,12653,1370,19176.0,41531.0,60707,1591303,1296386.0,,,,
5385,2020-11-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,444,60,504,8736,9240,613,697,7379,1037,17400.0,256.0,17656,338947,199235.0,,,,
5393,2020-11-06T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1303,209,1512,37928,39440,1958,2592,16738,1502,46541.0,11139.0,57680,1180350,780994.0,effettuati 19323 tamponi rapidi antigenici di cui 1382 odierni,,,
5394,2020-11-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,326,53,379,8506,8885,496,767,4532,174,3841.0,9750.0,13591,320893,185144.0,,,,
5397,2020-11-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,484,43,527,8368,8895,314,432,4445,596,7309.0,6627.0,13936,311779,191808.0,Dal totale dei positivi è stato eliminato 1 casi in quanto duplicato.,,,
5403,2020-11-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2619,237,2856,46180,49036,2352,2618,12892,1397,19717.0,43608.0,63325,1621947,1322844.0,,,,
5406,2020-11-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,454,67,521,9306,9827,587,631,7415,1045,18037.0,250.0,18287,342550,201310.0,,,,
5414,2020-11-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1368,214,1582,40001,41583,2143,2787,17352,1532,48875.0,11592.0,60467,1198493,791081.0,,,,
5415,2020-11-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,345,58,403,8967,9370,485,688,4731,178,4029.0,10250.0,14279,325727,187400.0,,,,
5418,2020-11-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,484,43,527,8804,9331,436,584,4592,596,7615.0,6904.0,14519,315128,193373.0,Dal totale dei positivi è stato eliminato 1 caso in quanto paziente non covid.,,,
5424,2020-11-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2686,237,2923,48455,51378,2342,2489,13023,1413,20086.0,45728.0,65814,1646433,1341488.0,,,,
5427,2020-11-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,493,69,562,9679,10241,414,502,7498,1050,18600.0,189.0,18789,345496,202915.0,,,,
5435,2020-11-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1474,226,1700,41747,43447,1864,2479,17938,1561,50905.0,12041.0,62946,1214035,799345.0,,,,
5436,2020-11-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,353,62,415,9385,9800,430,660,4951,188,4189.0,10750.0,14939,329812,189320.0,,,,
5439,2020-11-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,513,48,561,9311,9872,541,625,4669,602,7729.0,7414.0,15143,319079,195550.0,Dal totale dei positivi è stato eliminato 1 caso in quanto duplicato,,,
5445,2020-11-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2761,237,2998,50276,53274,1896,2153,13264,1429,20643.0,47324.0,67967,1668951,1357006.0,,,,
5448,2020-11-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,519,71,590,9861,10451,210,262,7543,1057,18940.0,111.0,19051,346762,203665.0,,,,
5456,2020-11-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1542,234,1776,42704,44480,1033,2244,19116,1594,52685.0,12505.0,65190,1227725,806480.0,effettuati  26463 tamponi rapidi antigenici di cui 1269 odierni,,,
5457,2020-11-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,360,64,424,9572,9996,196,314,5060,197,4303.0,10950.0,15253,330852,189991.0,,,,
5460,2020-11-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,530,46,576,9852,10428,556,746,4832,628,7882.0,8006.0,15888,323845,197902.0,"Sono stati conteggiati anche 21 decessi delle scorse 3 settimane, comunicati oggi dalla ASL 201 ed il cui dettaglio é stato inserito oggi nel portale ISS. Oggi è stato sottratto 1 caso dal totale dei positivi, a seguito di controlli sui dati anagrafici. ",,,
5466,2020-11-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2785,257,3042,52547,55589,2315,2608,13521,1465,21398.0,49177.0,70575,1698266,1381230.0,,,,
5469,2020-11-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,525,75,600,10289,10889,438,504,7599,1067,19405.0,150.0,19555,349370,205090.0,,,,
5477,2020-11-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1582,242,1824,44490,46314,1834,2223,19451,1648,54431.0,12982.0,67413,1241973,813816.0,effettuati  33301 tamponi rapidi antigenici di cui 1593 odierni,,,
5478,2020-11-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,363,66,429,9711,10140,144,485,5392,206,4484.0,11254.0,15738,336098,192401.0,,,,
5481,2020-11-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,546,51,597,10353,10950,522,662,4956,644,8078.0,8472.0,16550,328068,199985.0,,,,
5487,2020-11-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2913,255,3168,54415,57583,1994,2479,13968,1503,22020.0,51034.0,73054,1724820,1403357.0,,,,
5490,2020-11-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,536,74,610,10904,11514,625,701,7665,1077,20100.0,156.0,20256,353026,207157.0,,,,
5498,2020-11-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1628,246,1874,46026,47900,1586,2507,20319,1701,56467.0,13453.0,69920,1259794,822966.0,effettuati  34960 tamponi rapidi antigenici di cui 1659 odierni,,,
5499,2020-11-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,359,68,427,9907,10334,194,515,5701,218,4597.0,11656.0,16253,340853,194467.0,,,,
5502,2020-11-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,547,52,599,10817,11416,466,541,5029,646,8236.0,8855.0,17091,330704,200964.0,,,,
5508,2020-11-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2953,259,3212,56707,59919,2336,2686,14269,1552,22720.0,53020.0,75740,1753939,1425173.0,,,,
5511,2020-11-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,536,74,610,11602,12212,698,834,7795,1083,20830.0,260.0,21090,357212,209704.0,,,,
5519,2020-11-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1653,256,1909,47007,48916,1016,1932,21198,1738,58012.0,13840.0,71852,1275580,830926.0,effettuati  37745 tamponi rapidi antigenici di cui 2785 odierni,,,
5520,2020-11-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,354,69,423,10361,10784,450,783,6026,226,4809.0,12227.0,17036,346677,197139.0,,,,
5523,2020-11-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,567,57,624,11284,11908,492,683,5205,661,8585.0,9189.0,17774,335473,203208.0,,,,
5529,2020-11-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3018,260,3278,59121,62399,2480,2925,14680,1586,23675.0,54990.0,78665,1782248,1446989.0,,,,
5532,2020-11-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,559,74,633,12201,12834,622,740,7902,1094,21500.0,330.0,21830,360800,211777.0,,,,
